"","mean","detected","use","feature_symbol","sc3_gene_filter","sc3_4_markers_clusts","sc3_4_markers_padj","sc3_4_markers_auroc","sc3_5_markers_clusts","sc3_5_markers_padj","sc3_5_markers_auroc","sc3_6_markers_clusts","sc3_6_markers_padj","sc3_6_markers_auroc","sc3_7_markers_clusts","sc3_7_markers_padj","sc3_7_markers_auroc","sc3_4_de_padj","sc3_5_de_padj","sc3_6_de_padj","sc3_7_de_padj"
"Tb927.10.4280",28.7234375,19.53125,TRUE,"Tb927.10.4280",TRUE,2,0.106551824202692,0.585561145638091,5,3.08959053941383e-10,0.720877269607537,4,3.28934420054079e-10,0.726909355179704,5,3.34972431936591e-10,0.726909355179704,0.000170694876578317,1.06365040245982e-11,2.30630010972576e-12,1.41302950185715e-11
"Tb927.10.4290",9.50625,6.25,TRUE,"Tb927.10.4290",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.430",19.703125,10.46875,TRUE,"Tb927.10.430",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4300",2.046875,2.96875,TRUE,"Tb927.10.4300",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4310",3.753125,8.28125,TRUE,"Tb927.10.4310",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4320",1.9296875,5.15625,TRUE,"Tb927.10.4320",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4330",0.4828125,2.8125,TRUE,"Tb927.10.4330",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4340",0.596875,3.4375,TRUE,"Tb927.10.4340",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4350",0.0375,0.46875,TRUE,"Tb927.10.4350",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4360",0.075,1.25,TRUE,"Tb927.10.4360",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4370",0.4265625,4.0625,TRUE,"Tb927.10.4370",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4380",7.534375,10.9375,TRUE,"Tb927.10.4380",TRUE,1,1,0.525633143024448,2,1,0.526913599260742,5,1,0.543270543270543,7,1,0.541963081787325,1,1,1,1
"Tb927.10.4390",0.790625,4.375,TRUE,"Tb927.10.4390",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.440",1.7453125,3.4375,TRUE,"Tb927.10.440",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4400",0.4296875,2.8125,TRUE,"Tb927.10.4400",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4410",4.165625,29.84375,TRUE,"Tb927.10.4410",TRUE,2,2.88418408665038e-20,0.772483640787873,5,2.76401578539829e-12,0.799962563174643,4,1.20251244913549e-10,0.790036997885835,5,1.22291932430707e-10,0.790036997885835,1.15750582311503e-19,1.14340212479395e-20,1.14529994987098e-21,1.12030933202147e-20
"Tb927.10.4420",0.0328125,2.5,TRUE,"Tb927.10.4420",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4430",0.1140625,2.65625,TRUE,"Tb927.10.4430",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4440",1.8359375,3.75,TRUE,"Tb927.10.4440",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4450",0.475,9.375,TRUE,"Tb927.10.4450",TRUE,1,9.64697340832707e-07,0.601361440491875,1,3.506457759102e-08,0.635961365678347,6,7.13427775098197e-08,0.625399960497729,6,2.19211244178701e-07,0.635946275946276,3.15258219196336e-05,9.58867006407563e-07,5.14905228410546e-06,7.84954737582585e-06
"Tb927.10.4460",0.546875,4.0625,TRUE,"Tb927.10.4460",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4470",0.778125,5,TRUE,"Tb927.10.4470",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4480",0.2234375,1.71875,TRUE,"Tb927.10.4480",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4490",3.31875,5.625,TRUE,"Tb927.10.4490",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.450",47.4625,36.25,TRUE,"Tb927.10.450",TRUE,2,0.0201932655317612,0.625957712669758,5,0.587074375371349,0.639171398265427,4,0.744992546772644,0.638808139534884,5,0.757667278192217,0.638808139534884,0.0133851610999581,0.0278702743297435,0.105887692331641,0.305284047680235
"Tb927.10.4500",0.43125,3.59375,TRUE,"Tb927.10.4500",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4510",4.3453125,9.0625,TRUE,"Tb927.10.4510",TRUE,1,0.00306047365551613,0.577616747181965,1,0.219892081816625,0.576145552560647,6,0.0456990007113974,0.578629271183093,6,0.0303209214224348,0.58962148962149,0.0287634517535581,0.373770988227269,0.130848139586518,0.0513753807149205
"Tb927.10.4520",16.453125,8.90625,TRUE,"Tb927.10.4520",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4530",6.4796875,5,TRUE,"Tb927.10.4530",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4540",5.8015625,2.8125,TRUE,"Tb927.10.4540",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4550",2.4,4.53125,TRUE,"Tb927.10.4550",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4560",18.1484375,35.15625,TRUE,"Tb927.10.4560",TRUE,2,0.0565952921613279,0.614432277794219,5,4.57495274025265e-10,0.782024084357646,4,4.64816376145354e-11,0.801962209302325,5,4.72058287704814e-11,0.801962209302325,3.99830905120293e-12,8.99337438630938e-22,3.9566838213644e-21,5.45144436445869e-21
"Tb927.10.4570",110.5859375,43.125,TRUE,"Tb927.10.4570",TRUE,1,0.000656790171625365,0.64211682037769,5,8.17551772993215e-07,0.755849503962064,4,1.11422625168177e-05,0.745044926004228,5,1.13386720990579e-05,0.745044926004228,6.2490253393928e-14,2.65282115354027e-19,2.32474706204033e-16,7.58843879769651e-17
"Tb927.10.4580",12.1546875,7.96875,TRUE,"Tb927.10.4580",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4590",6.8140625,5.625,TRUE,"Tb927.10.4590",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.460",7.865625,4.21875,TRUE,"Tb927.10.460",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4600",0.1875,2.96875,TRUE,"Tb927.10.4600",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4610",2.2875,5.9375,TRUE,"Tb927.10.4610",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4620",0.278125,4.21875,TRUE,"Tb927.10.4620",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4630",0.259375,3.28125,TRUE,"Tb927.10.4630",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4640",47.009375,18.4375,TRUE,"Tb927.10.4640",TRUE,1,0.00727998638240196,0.588932806324111,1,0.638911612598384,0.583288409703504,6,0.000508633882231637,0.615781157416551,6,0.0804796557109875,0.600805860805861,0.00474526794979733,0.0671774576893478,0.000718214288777767,0.00421459468692303
"Tb927.10.4650",28.9640625,10.46875,TRUE,"Tb927.10.4650",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4660",8.9578125,6.25,TRUE,"Tb927.10.4660",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4670",8.3484375,6.40625,TRUE,"Tb927.10.4670",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4680",9.4640625,7.34375,TRUE,"Tb927.10.4680",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4690",9.0359375,7.96875,TRUE,"Tb927.10.4690",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.470",2.059375,8.28125,TRUE,"Tb927.10.470",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4700",4.0921875,4.375,TRUE,"Tb927.10.4700",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4710",35.0703125,18.75,TRUE,"Tb927.10.4710",TRUE,1,1,0.55985946420729,5,1,0.582579397267112,4,1,0.581461416490486,5,1,0.581461416490486,0.0443477595768155,0.115937981773055,0.028664316291649,0.0631776211815518
"Tb927.10.4720",4.6859375,4.53125,TRUE,"Tb927.10.4720",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4730",10.54375,7.96875,TRUE,"Tb927.10.4730",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4740",0.1546875,1.40625,TRUE,"Tb927.10.4740",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4750",28.271875,16.875,TRUE,"Tb927.10.4750",TRUE,1,0.108580613184918,0.581115502854633,1,0.0154410595423908,0.612938005390836,6,0.000233493429553238,0.626229508196721,6,0.00545135777483825,0.623589743589744,0.00225343887005936,0.000390229219998428,8.95869103074851e-05,0.00172211887114413
"Tb927.10.4760",19.3203125,16.5625,TRUE,"Tb927.10.4760",TRUE,1,1.06211947860804e-11,0.664734299516908,1,0.00244785244276588,0.6259209344115,6,1.83184642499692e-09,0.674856804266245,7,0.000453126756371777,0.636862416887525,2.68961693162882e-11,2.95072576420703e-10,2.42235984590712e-13,1.85721054122503e-12
"Tb927.10.4770",19.1015625,9.21875,TRUE,"Tb927.10.4770",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4780",13.0640625,6.875,TRUE,"Tb927.10.4780",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4790",4.5734375,8.28125,TRUE,"Tb927.10.4790",TRUE,1,1,0.544385887864149,1,1,0.54840521114106,6,1,0.540331819079597,6,1,0.559462759462759,1,1,1,1
"Tb927.10.480",12.0515625,15.3125,TRUE,"Tb927.10.480",TRUE,1,3.77362922862184e-05,0.616015224710877,1,0.0088212888614933,0.616801437556155,6,0.000936519167983122,0.620462176575153,3,1,0.62987012987013,4.68763551136937e-06,9.2110988526473e-06,0.000197280940074284,3.71626596958201e-05
"Tb927.10.4800",0.8109375,2.5,TRUE,"Tb927.10.4800",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4810",0.309375,6.25,TRUE,"Tb927.10.4810",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4820",0.278125,2.65625,TRUE,"Tb927.10.4820",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4830",15.0078125,13.59375,TRUE,"Tb927.10.4830",TRUE,1,1.07599126263887e-05,0.614697701654223,1,6.21033931183894e-07,0.653728661275831,6,7.15721821937805e-12,0.680248864309698,6,6.27021265840491e-08,0.669108669108669,4.45379962282983e-05,9.75500808769275e-08,5.7419630818663e-11,6.66330946554287e-08
"Tb927.10.4840",9,7.1875,TRUE,"Tb927.10.4840",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4850",19.5125,8.90625,TRUE,"Tb927.10.4850",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4860",14.8078125,6.09375,TRUE,"Tb927.10.4860",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4870",2.39375,2.65625,TRUE,"Tb927.10.4870",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4880",16.89375,13.59375,TRUE,"Tb927.10.4880",TRUE,2,1.36557346024019e-08,0.632961757258887,5,1.95490733926156e-12,0.714637798714669,4,6.49380518684737e-11,0.708641649048626,5,6.61430878825279e-11,0.708641649048626,4.59547129637813e-08,2.2272282544194e-12,4.94265758568299e-12,1.0165556565202e-10
"Tb927.10.4890",10.7453125,9.53125,TRUE,"Tb927.10.4890",TRUE,1,0.745607341137115,0.55542380324989,1,1,0.541194968553459,6,1,0.556014220817697,6,1,0.551623931623932,0.43771974571422,1,1,1
"Tb927.10.4900",24.58125,13.75,TRUE,"Tb927.10.4900",TRUE,1,1,0.556360708534622,2,1,0.548937317110735,6,1,0.56077424451906,7,1,0.562119309992096,1,1,1,1
"Tb927.10.4910",12.640625,6.40625,TRUE,"Tb927.10.4910",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4920",18.375,7.5,TRUE,"Tb927.10.4920",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4930",4.8828125,4.84375,TRUE,"Tb927.10.4930",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4940",4.859375,9.53125,TRUE,"Tb927.10.4940",TRUE,1,1,0.546859903381642,2,1,0.53503773294317,4,1,0.52755021141649,3,1,0.557104660045836,1,1,1,1
"Tb927.10.4950",2.609375,9.6875,TRUE,"Tb927.10.4950",TRUE,1,0.00194119109502261,0.5825940565071,1,0.0126640325359493,0.594227313566936,6,0.002807014521325,0.594489433142406,6,8.40631374411507e-05,0.62019536019536,0.0271271744603577,0.0195123306477149,0.00324205197314983,0.000408640194675481
"Tb927.10.4960",1.18125,5.625,TRUE,"Tb927.10.4960",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4970",4.371875,7.34375,TRUE,"Tb927.10.4970",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.4980",18.1015625,14.0625,TRUE,"Tb927.10.4980",TRUE,1,0.00115732299754246,0.597745571658615,1,1,0.56552111410602,6,0.21059517535018,0.585937191388505,7,0.601844894552339,0.585693030176222,0.011318509749521,0.316282459526622,0.0218032049587026,0.0367699813655252
"Tb927.10.4990",0.8375,1.71875,TRUE,"Tb927.10.4990",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5000",2.915625,6.40625,TRUE,"Tb927.10.5000",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5010",49.2484375,20,TRUE,"Tb927.10.5010",TRUE,1,0.000173479117615625,0.602810715854194,1,0.000181898887561911,0.627583108715184,6,1.07947966908927e-06,0.639107248666798,6,5.57212891938471e-05,0.638241758241758,4.39250194083714e-05,1.74507485261302e-05,2.01358907293534e-06,1.96329772243852e-05
"Tb927.10.5020",7.625,12.03125,TRUE,"Tb927.10.5020",TRUE,1,1,0.550695359391012,1,1,0.559097035040431,6,1,0.562176575153071,6,1,0.572112332112332,1,1,1,1
"Tb927.10.5030",173.6109375,58.28125,TRUE,"Tb927.10.5030",TRUE,1,6.37572138675689e-08,0.701127214170692,1,8.71517478793441e-06,0.720485175202156,6,1.81733714105272e-07,0.728263875172823,6,6.26697397481245e-08,0.76019536019536,3.40673720012477e-11,1.01371007288784e-11,6.58702995278343e-12,1.08869717566748e-14
"Tb927.10.5040",0.4859375,1.875,TRUE,"Tb927.10.5040",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5050",0.4234375,2.34375,TRUE,"Tb927.10.5050",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5060",0.03125,1.09375,TRUE,"Tb927.10.5060",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5070",0.178125,1.25,TRUE,"Tb927.10.5070",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5080",0.2484375,2.1875,TRUE,"Tb927.10.5080",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5090",0.4140625,5.9375,TRUE,"Tb927.10.5090",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.510",2.625,6.71875,TRUE,"Tb927.10.510",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5100",59.18125,45.78125,TRUE,"Tb927.10.5100",TRUE,2,0.0107105608154744,0.638650488310151,5,0.0336338915700126,0.680663879703001,4,0.0638954491483735,0.678118393234672,5,0.0648888766262987,0.678118393234672,3.45434650265879e-05,1.49419546595594e-07,6.99976368537758e-07,1.36081296268617e-06
"Tb927.10.5110",8.64375,11.71875,TRUE,"Tb927.10.5110",TRUE,1,1,0.532718489240228,5,1,0.548886254445623,4,1,0.54492600422833,3,1,0.545645530939649,1,1,1,1
"Tb927.10.5120",31.84375,14.375,TRUE,"Tb927.10.5120",TRUE,1,0.0157937806463001,0.577075098814229,1,0.203726304312874,0.582210242587601,6,0.00214152286450288,0.598419909144776,6,0.127432005531413,0.588083028083028,0.224181637632136,0.538922700290986,0.0572433095651225,0.802341199389357
"Tb927.10.5130",6.640625,5.3125,TRUE,"Tb927.10.5130",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5140",1.9609375,6.25,TRUE,"Tb927.10.5140",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5150",0.6703125,3.4375,TRUE,"Tb927.10.5150",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5160",0.0859375,4.21875,TRUE,"Tb927.10.5160",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5170",24.571875,21.09375,TRUE,"Tb927.10.5170",TRUE,2,0.000625462599891004,0.625053434612476,5,0.0620423028709878,0.638953016784177,4,0.189767915749342,0.632003171247357,5,0.192584783248747,0.632003171247357,0.0030888035802902,0.012400869383483,0.00358453114002451,0.0177312159955787
"Tb927.10.5180",0.0203125,0.3125,TRUE,"Tb927.10.5180",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5190",0.0515625,2.03125,TRUE,"Tb927.10.5190",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.520",79.9578125,29.21875,TRUE,"Tb927.10.520",TRUE,1,0.000320586583907936,0.62463768115942,5,0.129413665482026,0.636582017844887,4,0.103797583212685,0.641748150105708,5,0.106017443030655,0.641748150105708,3.17086608897102e-06,7.33257056660649e-09,9.97955900038973e-09,6.65759639834574e-09
"Tb927.10.5200",0.4234375,1.71875,TRUE,"Tb927.10.5200",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5210",0.1921875,0.9375,TRUE,"Tb927.10.5210",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5220",1.04375,5.15625,TRUE,"Tb927.10.5220",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5230",1.8765625,6.40625,TRUE,"Tb927.10.5230",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5240",0.178125,2.34375,TRUE,"Tb927.10.5240",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5250",0.0046875,0.46875,TRUE,"Tb927.10.5250",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5260",2.2671875,3.125,TRUE,"Tb927.10.5260",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5270",0.0078125,0.625,TRUE,"Tb927.10.5270",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5280",0.4453125,1.40625,TRUE,"Tb927.10.5280",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5290",0.00625,0.625,TRUE,"Tb927.10.5290",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.530",8.7328125,9.21875,TRUE,"Tb927.10.530",TRUE,4,1,0.541147360703812,3,1,0.541984967019482,2,0.695887949129275,0.575406504065041,2,0.335651702848428,0.570606203007519,1,1,1,1
"Tb927.10.5300",0.259375,1.5625,TRUE,"Tb927.10.5300",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5310",0.05625,1.25,TRUE,"Tb927.10.5310",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5320",0.134375,1.5625,TRUE,"Tb927.10.5320",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5330",5.25625,37.1875,TRUE,"Tb927.10.5330",TRUE,1,6.24222036655964e-16,0.750841750841751,1,7.87986115489385e-06,0.704043126684636,6,2.01934104760083e-08,0.721232470867075,7,3.92453709580614e-07,0.724461803133863,3.33412333489058e-14,1.4094828323006e-12,2.55681365763316e-16,7.81061306647818e-16
"Tb927.10.5340",11.0046875,26.71875,TRUE,"Tb927.10.5340",TRUE,1,4.46479767560117e-12,0.706807202459376,2,0.000953324033082979,0.650084706607115,5,1.62177222877651e-06,0.718673218673219,7,3.23063690126699e-08,0.721602269028688,5.72493297507137e-11,2.75207205726504e-08,9.62053506635494e-16,3.88541349952943e-13
"Tb927.10.5350",3.384375,9.84375,TRUE,"Tb927.10.5350",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5360",2.378125,22.96875,TRUE,"Tb927.10.5360",TRUE,1,1,0.551339481774264,5,1,0.609627503587696,4,1,0.600753171247357,5,1,0.600753171247357,1,0.110627501310711,0.0123516699506428,0.236971102329536
"Tb927.10.5370",0.296875,7.34375,TRUE,"Tb927.10.5370",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5380",0.2609375,3.28125,TRUE,"Tb927.10.5380",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5390",5.85625,6.5625,TRUE,"Tb927.10.5390",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.540",0.759375,5.78125,TRUE,"Tb927.10.540",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5400",10.1203125,6.875,TRUE,"Tb927.10.5400",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5420",17.3734375,8.59375,TRUE,"Tb927.10.5420",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5430",14.1015625,7.96875,TRUE,"Tb927.10.5430",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5440",10.978125,5.3125,TRUE,"Tb927.10.5440",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5450",14.2328125,11.40625,TRUE,"Tb927.10.5450",TRUE,1,1,0.524257063387498,5,1,0.548886254445623,4,1,0.555827167019028,5,1,0.555827167019028,1,1,1,1
"Tb927.10.5460",27.85625,47.03125,TRUE,"Tb927.10.5460",TRUE,1,2.61984918284415e-11,0.728356024008198,1,7.49627809840777e-06,0.71644204851752,6,1.82501771649919e-07,0.723089077621963,6,7.27777392734223e-06,0.725714285714286,1.01125003848195e-13,2.99663941369216e-16,5.71364403633813e-19,1.42373273914952e-17
"Tb927.10.5470",5.4453125,4.375,TRUE,"Tb927.10.5470",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5480",50.140625,54.0625,TRUE,"Tb927.10.5480",TRUE,1,4.63429516560688e-16,0.772200263504611,1,3.89697803322137e-09,0.763993710691825,6,4.66073127494048e-11,0.768299427217065,6,9.57920845209229e-09,0.770256410256411,1.36099394043293e-16,1.99934477974813e-17,9.2250486936139e-19,4.82620504263496e-18
"Tb927.10.5490",6.946875,5.9375,TRUE,"Tb927.10.5490",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
